review_item_id,source_page_key,eval_mode,mismatch_type,truth_id,prediction_id,confidence,iou_25,best_iou,nearest_truth_iou,nearest_truth_id,nearest_prediction_id,nearest_prediction_iou,matched_elsewhere,matched_elsewhere_prediction_id,matched_elsewhere_truth_id,possible_duplicate_prediction,mismatch_reason_raw,human_error_bucket,human_review_status,human_notes,overlay_path,crop_path
Revision_1_-_Drawing_Changes_p0041:pipeline_full:truth:truth_002,Revision_1_-_Drawing_Changes:p0041,pipeline_full,false_negative,truth_002,pred_001,0.954572,0.146355,0.146355,0.146355,truth_002,pred_001,0.146355,false,,,false,truth_002 did not receive an IoU 0.25 scoring match. The nearest prediction is pred_001 at IoU 0.146.,split_fragment,resolved,"Long truth cloud exists, but detections are fragmented/poorly localized; no whole-cloud prediction matched.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/Revision_1_-_Drawing_Changes_p0041_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/Revision #1 - Drawing Changes/Revision_1_-_Drawing_Changes_6cbee960_p0041_whole_001_xlarge.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0014:model_only_tiled:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0014,model_only_tiled,localization_low_iou,truth_001,pred_001,0.835611,0.492058,0.492058,0.492058,truth_001,pred_001,0.492058,false,,,false,"pred_001 was matched to truth_001 at IoU 0.492, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_tight,resolved,Purple prediction is good but covers only part of the truth cloud. Bottom-right red fragment should merge with purple for better whole-cloud coverage; bottom-left red is duplicate/unneeded.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0014_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0014_cloud_001.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0014:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0014,model_only_tiled,false_positive,truth_001,pred_002,0.717154,0.200442,0.200442,0.200442,truth_001,pred_001,0.492058,true,pred_001,,true,"pred_002 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.200, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Lower-right red fragment on real cloud; should merge with purple prediction for better whole-cloud coverage.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0014_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0014_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0014:model_only_tiled:pred:pred_003,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0014,model_only_tiled,false_positive,truth_001,pred_003,0.669592,0.122395,0.122395,0.122395,truth_001,pred_001,0.492058,true,pred_001,,true,"pred_003 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.122, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",duplicate_prediction_on_real_cloud,resolved,Red is true duplicate on real cloud and should be suppressed; it does not add useful coverage.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0014_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0014_cloud_003.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0020:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0020,model_only_tiled,false_positive,truth_001,pred_002,0.764122,0.447592,0.447592,0.447592,truth_001,pred_001,0.986518,true,pred_001,,true,"pred_002 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.448, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",duplicate_prediction_on_real_cloud,resolved,Red is true duplicate on real cloud and should be suppressed; blue is the true prediction.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0020_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0020_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0022:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0022,model_only_tiled,false_positive,truth_001,pred_002,0.695991,0.336861,0.336861,0.336861,truth_001,pred_001,0.983755,true,pred_001,,true,"pred_002 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.337, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",duplicate_prediction_on_real_cloud,resolved,Red is true duplicate on real cloud and should be suppressed; adds no useful coverage.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0022_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0022_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0022:model_only_tiled:pred:pred_003,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0022,model_only_tiled,false_positive,truth_001,pred_003,0.626335,0.112132,0.112132,0.112132,truth_001,pred_001,0.983755,true,pred_001,,true,"pred_003 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.112, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",duplicate_prediction_on_real_cloud,resolved,Red is true duplicate on real cloud and should be suppressed; adds no useful coverage.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0022_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0022_cloud_003.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:model_only_tiled:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,model_only_tiled,false_positive,truth_001,pred_001,0.804271,0.075177,0.075177,0.075177,truth_001,pred_004,0.345329,true,pred_004,,true,"pred_001 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.075, but that truth was already matched to pred_004. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Right red fragment is on real cloud and adds useful coverage; should merge with other fragments/accepted prediction into one whole-cloud box. Purple prediction is too loose/partial but not the current row.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0025_cloud_001.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,model_only_tiled,false_positive,truth_001,pred_002,0.747883,0.075777,0.075777,0.075777,truth_001,pred_004,0.345329,true,pred_004,,true,"pred_002 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.076, but that truth was already matched to pred_004. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Lower right red fragment is on real cloud and adds useful coverage; should merge with other fragments/accepted prediction into one whole-cloud box. Purple prediction is too loose/partial but not the current row.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0025_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:model_only_tiled:pred:pred_003,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,model_only_tiled,false_positive,truth_001,pred_003,0.580649,0.053675,0.053675,0.053675,truth_001,pred_004,0.345329,true,pred_004,,true,"pred_003 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.054, but that truth was already matched to pred_004. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,lower left red fragment is on real cloud and adds useful coverage; should merge with other fragments/accepted prediction into one whole-cloud box. Purple prediction is too loose/partial but not the current row.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0025_cloud_003.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:model_only_tiled:pred:pred_004,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,model_only_tiled,localization_low_iou,truth_001,pred_004,0.575534,0.345329,0.345329,0.345329,truth_001,pred_004,0.345329,false,,,false,"pred_004 was matched to truth_001 at IoU 0.345, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_loose,resolved,Purple prediction found the cloud but is far too loose and includes substantial non-cloud area; needs better whole-cloud grouping/box tightening with real cloud fragments.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0025_cloud_004.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:model_only_tiled:pred:pred_005,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,model_only_tiled,false_positive,,pred_005,0.535695,0,0,0,,pred_005,0,false,,,false,pred_005 was not assigned a scoring match and no truth box overlaps it on this page.,crossing_line_x_patterns,resolved,Real FP on repeated V/X crossing-line hatch pattern; no revision cloud.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0025_cloud_005.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,pipeline_full,localization_low_iou,truth_001,pred_001,0.837208,0.397396,0.397396,0.397396,truth_001,pred_001,0.397396,false,,,false,"pred_001 was matched to truth_001 at IoU 0.397, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_loose,resolved,Prediction found the cloud but box is extremely loose and includes large non-cloud area; needs tighter whole-cloud localization.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260309 - Drawing Rev2- Steel Grab Bars/260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_whole_001_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025:pipeline_full:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0025,pipeline_full,false_positive,,pred_002,0.547945,0,0,0,,pred_002,0,false,,,false,pred_002 was not assigned a scoring match and no truth box overlaps it on this page.,crossing_line_x_patterns,resolved,Real FP on repeated V/X crossing-line hatch pattern; no revision cloud.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0025_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260309 - Drawing Rev2- Steel Grab Bars/260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_whole_002_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0026,model_only_tiled,false_positive,truth_001,pred_002,0.757741,0.321389,0.321389,0.321389,truth_001,pred_001,0.537514,true,pred_001,,true,"pred_002 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.321, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Red is useful fragment on real cloud; should merge with other predicted fragment/accepted blue prediction for full cloud coverage. Blue is not the current row.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0026_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0026,pipeline_full,localization_low_iou,truth_001,pred_001,0.840408,0.357948,0.357948,0.357948,truth_001,pred_001,0.357948,false,,,false,"pred_001 was matched to truth_001 at IoU 0.358, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_loose,resolved,Prediction found the cloud but box is too loose and includes substantial non-cloud area; needs tighter whole-cloud localization.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0026_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260309 - Drawing Rev2- Steel Grab Bars/260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_whole_001_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027:model_only_tiled:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0027,model_only_tiled,false_positive,truth_001,pred_001,0.717966,0.507436,0.507436,0.507436,truth_001,pred_002,0.664099,true,pred_002,,true,"pred_001 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.507, but that truth was already matched to pred_002. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Prediction is on a real cloud and appears to add useful coverage beyond the accepted prediction; review merge vs suppress.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0027_cloud_001.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0027,pipeline_full,localization_low_iou,truth_001,pred_001,0.735047,0.448441,0.448441,0.448441,truth_001,pred_001,0.448441,false,,,false,"pred_001 was matched to truth_001 at IoU 0.448, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_loose,resolved,Prediction found the cloud but box is too loose and includes extra non-cloud area; review/tighten whole-cloud localization.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0027_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260309 - Drawing Rev2- Steel Grab Bars/260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_whole_001_medium.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_positive,truth_001,pred_001,0.915036,0.061639,0.061639,0.061639,truth_001,pred_001,0.061639,false,,,false,"pred_001 was not assigned a scoring match because its nearest truth is truth_001 at IoU 0.062, below the IoU 0.25 threshold.",prediction_fragment_on_real_cloud,resolved,"small fragment on real large cloud; should merge into a larger whole-cloud prediction, not stand alone.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_001.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_positive,truth_001,pred_002,0.865935,0.073423,0.073423,0.073423,truth_001,pred_002,0.073423,false,,,false,"pred_002 was not assigned a scoring match because its nearest truth is truth_001 at IoU 0.073, below the IoU 0.25 threshold.",prediction_fragment_on_real_cloud,resolved,"small fragment on real large cloud; should merge into a larger whole-cloud prediction, not stand alone.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:pred:pred_003,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_positive,truth_001,pred_003,0.820989,0.046715,0.046715,0.046715,truth_001,pred_003,0.046715,false,,,false,"pred_003 was not assigned a scoring match because its nearest truth is truth_001 at IoU 0.047, below the IoU 0.25 threshold.",prediction_fragment_on_real_cloud,resolved,"small fragment on real large cloud; should merge into a larger whole-cloud prediction, not stand alone.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_003.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:model_only_tiled:truth:truth_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,model_only_tiled,false_negative,truth_001,pred_002,0.865935,0.073423,0.073423,0.073423,truth_001,pred_002,0.073423,false,,,false,truth_001 did not receive an IoU 0.25 scoring match. The nearest prediction is pred_002 at IoU 0.073.,split_fragment,resolved,Truth cloud exists but detections are split into fragments or poorly localized; no single whole-cloud prediction matched.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260309_-_Drawing_Rev2-_Steel_Grab_Bars_0a2c9d5e_p0028_cloud_002.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:pipeline_full:pred:pred_001,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,pipeline_full,false_positive,truth_001,pred_001,0.912869,0.226011,0.226011,0.226011,truth_001,pred_001,0.226011,false,,,false,"pred_001 was not assigned a scoring match because its nearest truth is truth_001 at IoU 0.226, below the IoU 0.25 threshold.",prediction_fragment_on_real_cloud,resolved,Prediction overlaps a real truth cloud but was below scoring threshold; likely fragment/loose piece needing merge or better grouping.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260309 - Drawing Rev2- Steel Grab Bars/260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_whole_001_large.png
260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028:pipeline_full:pred:pred_002,260309_-_Drawing_Rev2-_Steel_Grab_Bars:p0028,pipeline_full,false_positive,truth_001,pred_002,0.927286,0.077325,0.077325,0.077325,truth_001,pred_002,0.077325,false,,,false,"pred_002 was not assigned a scoring match because its nearest truth is truth_001 at IoU 0.077, below the IoU 0.25 threshold.",duplicate_prediction_on_real_cloud,resolved,Mostly duplicate prediction on same real cloud; overlaps prior fragment/box but is looser on right and bottom. Suppress or merge only if useful for whole-cloud reconstruction.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260309_-_Drawing_Rev2-_Steel_Grab_Bars_p0028_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260309 - Drawing Rev2- Steel Grab Bars/260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_whole_002_medium.png
